"AIRPORT_SEQ_ID","AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","AIRPORT_STATE_NAME","AIRPORT_STATE_CODE","DISPLAY_CITY_MARKET_NAME_FULL","LAT_DEGREES","LATITUDE","LON_DEGREES","LONGITUDE","AIRPORT_START_DATE","AIRPORT_THRU_DATE",
1126702,11267,"DAY","James M Cox/Dayton International","Ohio","OH","Dayton, OH",39,39.90222222,84,-84.21944444,2011-07-01,,
1126901,11269,"DBB","Al Alamain International","","","Dabaa City, Egypt",30,30.92444444,28,28.46138889,2005-05-01,,
1127101,11271,"DBM","Debre Marcos","","","Debra Marcos, Ethiopia",10,10.31944444,37,37.74305556,1950-01-01,,
1127201,11272,"DBN","W H Bud Barron","Georgia","GA","Dublin, GA",32,32.56416667,82,-82.98666667,1950-01-01,2011-06-30,
1127202,11272,"DBN","W H Bud Barron","Georgia","GA","Dublin, GA",32,32.56444444,82,-82.98527778,2011-07-01,2012-06-30,
1127203,11272,"DBN","W H Bud Barron","Georgia","GA","Dublin, GA",32,32.56472222,82,-82.98500000,2012-07-01,2017-10-31,
1127204,11272,"DBN","W H Bud Barron","Georgia","GA","Dublin, GA",32,32.56444444,82,-82.98527778,2017-11-01,2017-11-30,
1127205,11272,"DBN","W H Bud Barron","Georgia","GA","Dublin, GA",32,32.56472222,82,-82.98500000,2017-12-01,,
1127301,11273,"DBO","Dubbo Airport","","","Dubbo, Australia",32,-32.21833333,148,148.57361111,1950-01-01,2011-06-30,
1127302,11273,"DBO","Dubbo Airport","","","Dubbo, Australia",32,-32.21666667,148,148.57472222,2011-07-01,,
1127401,11274,"DBQ","Dubuque Regional","Iowa","IA","Dubuque, IA",42,42.41000000,90,-90.71083333,1950-01-01,2011-06-30,
1127402,11274,"DBQ","Dubuque Regional","Iowa","IA","Dubuque, IA",42,42.40194444,90,-90.70944444,2011-07-01,,
1127501,11275,"DBT","Debre Tabor","","","Debra Tabor, Ethiopia",11,11.96805556,38,38.02527778,1950-01-01,2011-06-30,
1127502,11275,"DBT","Debre Tabor","","","Debra Tabor, Ethiopia",11,11.88583333,38,38.00916667,2011-07-01,2011-09-30,
1127601,11276,"DBV","Dubrovnik Airport","","","Dubrovnik, Yugoslavia",42,42.56333333,18,18.26527778,1950-01-01,1962-12-31,
1127602,11276,"DBV","Dubrovnik Airport","","","Dubrovnik, Yugoslavia",42,42.56333333,18,18.26527778,1963-01-01,1992-08-31,
1127603,11276,"DBV","Dubrovnik Airport","","","Dubrovnik, Croatia",42,42.56250000,18,18.26888889,1992-09-01,2011-06-30,
1127604,11276,"DBV","Dubrovnik Airport","","","Dubrovnik, Croatia",42,42.56138889,18,18.26833333,2011-07-01,2017-08-31,
1127605,11276,"DBV","Dubrovnik Airport","","","Dubrovnik, Croatia",42,42.56277778,18,18.26444444,2017-09-01,2017-10-31,
1127606,11276,"DBV","Dubrovnik Airport","","","Dubrovnik, Croatia",42,42.56138889,18,18.26833333,2017-11-01,2017-11-30,
1127607,11276,"DBV","Dubrovnik Airport","","","Dubrovnik, Croatia",42,42.56277778,18,18.26444444,2017-12-01,,
1127701,11277,"DBY","Dalby Airport","","","Dalby, Australia",27,-27.15000000,151,151.26666667,1950-01-01,2011-06-30,
1127702,11277,"DBY","Dalby Airport","","","Dalby, Australia",27,-27.15527778,151,151.26722222,2011-07-01,,
1127801,11278,"DCA","Ronald Reagan Washington National","Virginia","VA","Washington, DC (Metropolitan Area)",38,38.85166667,77,-77.03694444,1950-01-01,2011-06-30,
1127802,11278,"DCA","Ronald Reagan Washington National","Virginia","VA","Washington, DC (Metropolitan Area)",38,38.85194444,77,-77.03777778,2011-07-01,2015-07-31,
1127803,11278,"DCA","Ronald Reagan Washington National","Virginia","VA","Washington, DC (Metropolitan Area)",38,38.85138889,77,-77.03777778,2015-08-01,2017-10-31,
1127804,11278,"DCA","Ronald Reagan Washington National","Virginia","VA","Washington, DC (Metropolitan Area)",38,38.85194444,77,-77.03777778,2017-11-01,2017-11-30,
1127805,11278,"DCA","Ronald Reagan Washington National","Virginia","VA","Washington, DC (Metropolitan Area)",38,38.85138889,77,-77.03777778,2017-12-01,,
1127901,11279,"DCF","Canefield","","","Dominica, Dominica",15,15.38611111,61,-61.40055556,1982-09-01,2011-06-30,
1127902,11279,"DCF","Canefield","","","Dominica, Dominica",15,15.33666667,61,-61.39222222,2011-07-01,2014-05-31,
1127903,11279,"DCF","Canefield","","","Dominica, Dominica",15,15.33694444,61,-61.39194444,2014-06-01,2017-10-31,
1127904,11279,"DCF","Canefield","","","Dominica, Dominica",15,15.33666667,61,-61.39222222,2017-11-01,2017-11-30,
1127905,11279,"DCF","Canefield","","","Dominica, Dominica",15,15.33694444,61,-61.39194444,2017-12-01,,
1128001,11280,"DCK","Dahl Creek Airport","Alaska","AK","Dahl Creek, AK",66,66.94388889,156,-156.90194444,1950-01-01,2011-06-30,
1128002,11280,"DCK","Dahl Creek Airport","Alaska","AK","Dahl Creek, AK",66,66.94333333,156,-156.90472222,2011-07-01,2015-04-30,
1128003,11280,"DCK","Dahl Creek Airport","Alaska","AK","Dahl Creek, AK",66,66.94250000,156,-156.89138889,2015-05-01,2017-10-31,
1128004,11280,"DCK","Dahl Creek Airport","Alaska","AK","Dahl Creek, AK",66,66.94333333,156,-156.90472222,2017-11-01,2017-11-30,
1128005,11280,"DCK","Dahl Creek Airport","Alaska","AK","Dahl Creek, AK",66,66.94250000,156,-156.89138889,2017-12-01,,
1128101,11281,"DCS","RAF Finningley","","","Doncaster/Sheffield, United Kingdom",53,53.47444444,1,-1.00305556,1989-12-01,2009-12-31,
1128201,11282,"DCU","Pryor Field Regional","Alabama","AL","Decatur, AL",34,34.65277778,86,-86.94527778,1992-09-01,2011-06-30,
1128202,11282,"DCU","Pryor Field Regional","Alabama","AL","Decatur, AL",34,34.65416667,86,-86.94527778,2011-07-01,,
1128301,11283,"DDC","Dodge City Regional","Kansas","KS","Dodge City, KS",37,37.76166667,99,-99.96500000,1950-01-01,2011-06-30,
1128302,11283,"DDC","Dodge City Regional","Kansas","KS","Dodge City, KS",37,37.76305556,99,-99.96555556,2011-07-01,,
1128401,11284,"DDP","Dorado Airport","","","Dorado, Puerto Rico",18,18.46388889,66,-66.29333333,1981-12-01,1989-12-31,
1128402,11284,"DDP","Dorado Airport","Puerto Rico","PR","Dorado, PR",18,18.46388889,66,-66.29333333,1990-01-01,,
1128501,11285,"DE1","Zweibrucken Airport","","","Zweibrucken, Germany",49,49.20944444,7,7.40055556,2004-07-01,2017-07-31,
1128502,11285,"DE1","Zweibruecken","","","Zweibrucken, Germany",49,49.20944444,7,7.40055556,2017-08-01,2017-10-31,
1128503,11285,"DE1","Zweibrucken Airport","","","Zweibrucken, Germany",49,49.20944444,7,7.40055556,2017-11-01,2017-11-30,
1128504,11285,"DE1","Zweibruecken","","","Zweibrucken, Germany",49,49.20944444,7,7.40055556,2017-12-01,,
1128601,11286,"DEA","Dera Ghazi Khan International","","","Dera Ghazi Khan, Pakistan",29,29.96111111,70,70.48583333,2003-01-01,2016-11-30,
1128602,11286,"DEA","Dera Ghazi Khan International","","","Dera Ghazi Khan, Pakistan",29,29.96111111,70,70.48555556,2016-12-01,2017-10-31,
1128603,11286,"DEA","Dera Ghazi Khan International","","","Dera Ghazi Khan, Pakistan",29,29.96111111,70,70.48583333,2017-11-01,2017-11-30,
1128604,11286,"DEA","Dera Ghazi Khan International","","","Dera Ghazi Khan, Pakistan",29,29.96111111,70,70.48555556,2017-12-01,2018-09-30,
1128605,11286,"DEA","Farooq Ahmad Khan Leghari","","","Dera Ghazi Khan, Pakistan",29,29.96111111,70,70.48555556,2018-10-01,,
1128701,11287,"DEB","Debrecen Airport","","","Debrecen, Hungary",47,47.49027778,21,21.61388889,1950-01-01,2011-06-30,
1128702,11287,"DEB","Debrecen Airport","","","Debrecen, Hungary",47,47.48888889,21,21.61527778,2011-07-01,2012-03-31,
1128703,11287,"DEB","Debrecen Airport","","","Debrecen, Hungary",47,47.48888889,21,21.61527778,2012-04-01,,
1128801,11288,"DEC","Decatur Airport","Illinois","IL","Decatur, IL",39,39.83416667,88,-88.86861111,1950-01-01,2011-06-30,
1128802,11288,"DEC","Decatur Airport","Illinois","IL","Decatur, IL",39,39.83444444,88,-88.86555556,2011-07-01,,
1128901,11289,"DEH","Decorah Municipal","Iowa","IA","Decorah, IA",43,43.27472222,91,-91.73888889,1950-01-01,2011-06-30,
1128902,11289,"DEH","Decorah Municipal","Iowa","IA","Decorah, IA",43,43.27555556,91,-91.73944444,2011-07-01,,
1129001,11290,"DEL","Delhi Airport","","","Delhi, India",28,28.57361111,77,77.10083333,1950-01-01,2011-06-30,
1129002,11290,"DEL","Indira Gandhi International","","","Delhi, India",28,28.55944444,77,77.09944444,2011-07-01,,
1129101,11291,"DEM","Dembi Dollo Airport","","","Dembi Dollo, Ethiopia",8,8.57111111,34,34.88333333,1950-01-01,2011-06-30,
1129102,11291,"DEM","Dembi Dollo Airport","","","Dembi Dollo, Ethiopia",8,8.55416667,34,34.85722222,2011-07-01,2011-09-30,
1129103,11291,"DEM","Dembi Dollo Airport","","","Dembi Dollo, Ethiopia",8,8.55416667,34,34.85750000,2011-10-01,2017-10-31,
1129104,11291,"DEM","Dembi Dollo Airport","","","Dembi Dollo, Ethiopia",8,8.55416667,34,34.85722222,2017-11-01,2017-11-30,
1129105,11291,"DEM","Dembi Dollo Airport","","","Dembi Dollo, Ethiopia",8,8.55416667,34,34.85750000,2017-12-01,,
1129201,11292,"DEN","Stapleton International","Colorado","CO","Denver, CO",39,39.77444444,104,-104.87972222,1950-01-01,1993-08-31,
1129202,11292,"DEN","Denver International","Colorado","CO","Denver, CO",39,39.86166667,104,-104.67305556,1993-09-01,,
1129401,11294,"DES","Desroches Airport","","","Desroches, Seychelles",5,-5.69583333,53,53.65444444,1976-06-01,2011-06-30,
1129402,11294,"DES","Desroches Airport","","","Desroches, Seychelles",5,-5.69666667,53,53.65583333,2011-07-01,,
1129501,11295,"DET","Detroit City","Michigan","MI","Detroit, MI",42,42.40666667,83,-83.00833333,1950-01-01,2003-06-30,
1129502,11295,"DET","Coleman A. Young Municipal","Michigan","MI","Detroit, MI",42,42.40666667,83,-83.00833333,2003-07-01,2011-06-30,
1129503,11295,"DET","Coleman A. Young Municipal","Michigan","MI","Detroit, MI",42,42.40916667,83,-83.00972222,2011-07-01,2012-03-31,
1129504,11295,"DET","Coleman A. Young Municipal","Michigan","MI","Detroit, MI",42,42.40944444,83,-83.01027778,2012-04-01,2017-10-31,
1129505,11295,"DET","Coleman A. Young Municipal","Michigan","MI","Detroit, MI",42,42.40916667,83,-83.00972222,2017-11-01,2017-11-30,
1129506,11295,"DET","Coleman A. Young Municipal","Michigan","MI","Detroit, MI",42,42.40944444,83,-83.01027778,2017-12-01,,
1129601,11296,"DEZ","Al Jafrah/Deir Ezzor","","","Deir Ezzor, Syria",35,35.28555556,40,40.17583333,1978-03-01,,
1129701,11297,"DFI","Defiance Memorial","Ohio","OH","Defiance, OH",41,41.33722222,84,-84.42888889,1981-09-01,2011-06-30,
1129702,11297,"DFI","Defiance Memorial","Ohio","OH","Defiance, OH",41,41.33750000,84,-84.42888889,2011-07-01,,
1129801,11298,"DFW","Dallas Fort Worth Regional","Texas","TX","Dallas/Fort Worth, TX",32,32.89444444,97,-97.02972222,1950-01-01,1989-12-31,
1129802,11298,"DFW","Dallas/Fort Worth International","Texas","TX","Dallas/Fort Worth, TX",32,32.89638889,97,-97.04111111,1990-01-01,2011-06-30,
1129803,11298,"DFW","Dallas/Fort Worth International","Texas","TX","Dallas/Fort Worth, TX",32,32.89694444,97,-97.03805556,2011-07-01,2015-03-31,
1129804,11298,"DFW","Dallas/Fort Worth International","Texas","TX","Dallas/Fort Worth, TX",32,32.89722222,97,-97.03777778,2015-04-01,2017-10-31,
1129805,11298,"DFW","Dallas/Fort Worth International","Texas","TX","Dallas/Fort Worth, TX",32,32.89694444,97,-97.03805556,2017-11-01,2017-11-30,
1129806,11298,"DFW","Dallas/Fort Worth International","Texas","TX","Dallas/Fort Worth, TX",32,32.89722222,97,-97.03777778,2017-12-01,,
1129901,11299,"DGB","Danger Bay Airport","Alaska","AK","Danger Bay, AK",58,58.13333333,152,-152.55000000,1992-03-01,,
1130101,11301,"DGO","Durango International","","","Durango, Mexico",24,24.12500000,104,-104.52500000,1950-01-01,2011-06-30,
1130102,11301,"DGO","Durango International","","","Durango, Mexico",24,24.12416667,104,-104.52805556,2011-07-01,2011-09-30,
1130103,11301,"DGO","Durango International","","","Durango, Mexico",24,24.12500000,104,-104.52833333,2011-10-01,2017-10-31,
1130104,11301,"DGO","Durango International","","","Durango, Mexico",24,24.12416667,104,-104.52805556,2017-11-01,2017-11-30,
1130105,11301,"DGO","Durango International","","","Durango, Mexico",24,24.12500000,104,-104.52833333,2017-12-01,,
1130201,11302,"DGT","Dumaguete Airport","","","Dumaguete, Philippines",9,9.28333333,123,123.30000000,1950-01-01,2011-06-30,
1130202,11302,"DGT","Dumaguete Airport","","","Dumaguete, Philippines",9,9.33416667,123,123.30194444,2011-07-01,,
1130301,11303,"DGW","Converse County","Wyoming","WY","Douglas, WY",42,42.79722222,105,-105.38611111,1950-01-01,2011-06-30,
1130302,11303,"DGW","Converse County","Wyoming","WY","Douglas, WY",42,42.79722222,105,-105.38583333,2011-07-01,,
1130401,11304,"DHA","Dhahran Airport","","","Dhahran, Saudi Arabia",26,26.27388889,50,50.16750000,1950-01-01,2011-06-30,
1130402,11304,"DHA","King Abdulaziz AB","","","Dhahran, Saudi Arabia",26,26.26250000,50,50.15305556,2011-07-01,2015-04-30,
1130403,11304,"DHA","King Abdulaziz AB","","","Dhahran, Saudi Arabia",26,26.26416667,50,50.15250000,2015-05-01,2017-10-31,
1130404,11304,"DHA","King Abdulaziz AB","","","Dhahran, Saudi Arabia",26,26.26250000,50,50.15305556,2017-11-01,2017-11-30,
1130405,11304,"DHA","King Abdulaziz AB","","","Dhahran, Saudi Arabia",26,26.26416667,50,50.15250000,2017-12-01,2018-02-28,
1130406,11304,"DHA","King Abdulaziz AB","","","Dhahran, Saudi Arabia",26,26.26250000,50,50.15305556,2018-03-01,,
1130601,11306,"DHI","Dhangadhi Airport","","","Dhangadhi, Nepal",28,28.75527778,80,80.58333333,1976-06-01,,
1130701,11307,"DHL","Dhala Airport","","","Dhala, North Yemen",13,13.73750000,44,44.72916667,1950-01-01,1990-04-30,
1130702,11307,"DHL","Dhala Airport","","","Dhala, Yemen",13,13.73750000,44,44.72916667,1990-05-01,,
1130801,11308,"DHN","Dothan Regional","Alabama","AL","Dothan, AL",31,31.32000000,85,-85.44833333,1950-01-01,2011-06-30,
1130802,11308,"DHN","Dothan Regional","Alabama","AL","Dothan, AL",31,31.32111111,85,-85.44944444,2011-07-01,,
1130901,11309,"DHT","Dalhart Municipal","Texas","TX","Dalhart, TX",36,36.02250000,102,-102.54722222,2008-07-01,2011-06-30,
1130902,11309,"DHT","Dalhart Municipal","Texas","TX","Dalhart, TX",36,36.02250000,102,-102.54750000,2011-07-01,,
1131101,11311,"DIB","Dibrugarh (Mohanbari)","","","Dibrugarh, India",27,27.48388889,95,95.02083333,1977-09-01,2011-06-30,
1131102,11311,"DIB","Dibrugarh Airport","","","Dibrugarh, India",27,27.48361111,95,95.01750000,2011-07-01,,
1131201,11312,"DIE","Arrachart","","","Antsiranana, Madagascar",12,-12.34611111,49,49.29250000,1978-06-01,2011-06-30,
1131202,11312,"DIE","Arrachart","","","Antsiranana, Madagascar",12,-12.34944444,49,49.29166667,2011-07-01,,
1131301,11313,"DIG","Zhongdian","","","Shangri-La, China",27,27.79222222,99,99.67805556,2001-02-01,,
1131401,11314,"DIJ","Longvic","","","Dijon, France",47,47.26916667,5,5.09000000,1950-01-01,2011-09-30,
1131402,11314,"DIJ","Longvic","","","Dijon, France",47,47.26583333,5,5.09500000,2011-10-01,2012-12-31,
1131403,11314,"DIJ","Dijon Longvic","","","Dijon, France",47,47.26583333,5,5.09500000,2013-01-01,2017-10-31,
1131404,11314,"DIJ","Longvic","","","Dijon, France",47,47.26916667,5,5.09000000,2017-11-01,2017-11-30,
1131405,11314,"DIJ","Dijon Longvic","","","Dijon, France",47,47.26583333,5,5.09500000,2017-12-01,2018-09-30,
1131406,11314,"DIJ","Dijon Longvic","","","Dijon, France",47,47.26888889,5,5.09000000,2018-10-01,,
1131501,11315,"DIK","Dickinson Municipal","North Dakota","ND","Dickinson, ND",46,46.79666667,102,-102.79638889,1950-01-01,2011-06-30,
1131502,11315,"DIK","Dickinson - Theodore Roosevelt Regional","North Dakota","ND","Dickinson, ND",46,46.79722222,102,-102.80194444,2011-07-01,,
1131601,11316,"DIL","Presidente Nicolau Lobato International","","","Dili, East Timor",8,-8.55333333,125,125.52611111,1975-11-01,2002-04-30,
1131602,11316,"DIL","Presidente Nicolau Lobato International","","","Dili, Timor-Leste",8,-8.55333333,125,125.52611111,2002-05-01,2011-06-30,
1131603,11316,"DIL","Presidente Nicolau Lobato International","","","Dili, Timor-Leste",8,-8.54666667,125,125.52472222,2011-07-01,2013-02-28,
1131604,11316,"DIL","Presidente Nicolau Lobato International","","","Dili, Timor-Leste",8,-8.54638889,125,125.52472222,2013-03-01,2017-10-31,
1131605,11316,"DIL","Presidente Nicolau Lobato International","","","Dili, Timor-Leste",8,-8.54666667,125,125.52472222,2017-11-01,2017-11-30,
1131606,11316,"DIL","Presidente Nicolau Lobato International","","","Dili, Timor-Leste",8,-8.54638889,125,125.52472222,2017-12-01,,
1131701,11317,"DIO","Diomede Heliport","Alaska","AK","Diomede Island, AK",65,65.75000000,168,-168.95000000,1986-06-01,2011-06-30,
1131702,11317,"DIO","Diomede Heliport","Alaska","AK","Diomede Island, AK",65,65.75861111,168,-168.95305556,2011-07-01,,
1131801,11318,"DIR","Aba Tenna Dejazmatch Yilma","","","Dire Dawa, Ethiopia",9,9.62222222,41,41.85083333,1950-01-01,,
1131901,11319,"DIS","Dolisie Airport","","","Dolisie, Congo (Brazaville)",4,-4.20555556,12,12.66138889,1960-08-01,2011-06-30,
1131902,11319,"DIS","Dolisie Airport","","","Dolisie, Congo (Brazaville)",4,-4.20750000,12,12.66166667,2011-07-01,2012-07-31,
1131903,11319,"DIS","Dolisie Airport","","","Dolisie, Congo (Brazaville)",4,-4.20611111,12,12.65972222,2012-08-01,2017-10-31,
1131904,11319,"DIS","Dolisie Airport","","","Dolisie, Congo (Brazaville)",4,-4.20750000,12,12.66166667,2017-11-01,2017-11-30,
1131905,11319,"DIS","Dolisie Airport","","","Dolisie, Congo (Brazaville)",4,-4.20611111,12,12.65972222,2017-12-01,,
1132001,11320,"DIU","Diu Airport","","","Diu, India",20,20.71388889,70,70.92166667,2002-06-01,2011-06-30,
1132002,11320,"DIU","Diu Airport","","","Diu, India",20,20.71305556,70,70.92111111,2011-07-01,2011-09-30,
1132003,11320,"DIU","Diu Airport","","","Diu, India",20,20.71361111,70,70.92083333,2011-10-01,2015-07-31,
1132004,11320,"DIU","Diu Airport","","","Diu, India",20,20.71361111,70,70.92361111,2015-08-01,2017-10-31,
1132005,11320,"DIU","Diu Airport","","","Diu, India",20,20.71305556,70,70.92111111,2017-11-01,2017-11-30,
1132006,11320,"DIU","Diu Airport","","","Diu, India",20,20.71361111,70,70.92361111,2017-12-01,,
1132101,11321,"DIV","Divo Airport","","","Divo, Cote d'Ivoire",5,5.83333333,5,-5.36666667,2002-01-01,,
1132201,11322,"DIY","Diyarbakir Airport","","","Diyarbakir, Turkey",37,37.89527778,40,40.20305556,1950-01-01,2011-06-30,
1132202,11322,"DIY","Diyarbakir Airport","","","Diyarbakir, Turkey",37,37.89388889,40,40.20111111,2011-07-01,,
1132301,11323,"DJB","Paalmerah","","","Jambi, Indonesia",1,-1.63472222,103,103.64166667,1950-01-01,,
1132401,11324,"DJE","Zarzis","","","Djerba, Tunisia",33,33.87416667,10,10.78333333,1956-03-01,2011-06-30,
1132402,11324,"DJE","Zarzis","","","Djerba, Tunisia",33,33.87555556,10,10.77722222,2011-07-01,2011-09-30,
1132403,11324,"DJE","Djerba Airport","","","Djerba, Tunisia",33,33.87555556,10,10.77722222,2011-10-01,2017-10-31,
1132404,11324,"DJE","Zarzis","","","Djerba, Tunisia",33,33.87555556,10,10.77722222,2017-11-01,2017-11-30,
1132405,11324,"DJE","Djerba Airport","","","Djerba, Tunisia",33,33.87555556,10,10.77722222,2017-12-01,,
1132501,11325,"DJG","Tiska","","","Djanet, Algeria",24,24.29277778,9,9.45250000,1984-01-01,,
1132601,11326,"DJJ","Djapura","","","Jayapura, Indonesia",2,-2.57500000,140,140.51388889,1950-01-01,2011-06-30,
1132602,11326,"DJJ","Sentani","","","Jayapura, Indonesia",2,-2.57694444,140,140.51638889,2011-07-01,2011-10-31,
1132603,11326,"DJJ","Sentani","","","Jayapura, Indonesia",2,-2.57777778,140,140.51750000,2011-11-01,2017-10-31,
1132604,11326,"DJJ","Sentani","","","Jayapura, Indonesia",2,-2.57694444,140,140.51638889,2017-11-01,2017-11-30,
1132605,11326,"DJJ","Sentani","","","Jayapura, Indonesia",2,-2.57777778,140,140.51750000,2017-12-01,2018-09-30,
1132606,11326,"DJJ","Sentani","","","Jayapura, Indonesia",2,-2.57916667,140,140.51944444,2018-10-01,,
1132701,11327,"DJN","Delta Junction Airport","Alaska","AK","Delta Junction, AK",64,64.05055556,145,-145.71722222,1995-01-01,2015-05-31,
1132702,11327,"DJN","Delta Junction Airport","Alaska","AK","Delta Junction, AK",64,64.05000000,145,-145.72250000,2015-06-01,2017-10-31,
1132703,11327,"DJN","Delta Junction Airport","Alaska","AK","Delta Junction, AK",64,64.05055556,145,-145.71722222,2017-11-01,2017-11-30,
1132704,11327,"DJN","Delta Junction Airport","Alaska","AK","Delta Junction, AK",64,64.05000000,145,-145.72250000,2017-12-01,,
1132801,11328,"DJO","Daloa Airport","","","Daloa, Cote d'Ivoire",6,6.86694444,6,-6.46666667,1960-08-01,2011-06-30,
1132802,11328,"DJO","Daloa Airport","","","Daloa, Cote d'Ivoire",6,6.79277778,6,-6.47305556,2011-07-01,2012-03-31,
1132803,11328,"DJO","Daloa Airport","","","Daloa, Cote d'Ivoire",6,6.79277778,6,-6.47333333,2012-04-01,2017-10-31,
1132804,11328,"DJO","Daloa Airport","","","Daloa, Cote d'Ivoire",6,6.79277778,6,-6.47305556,2017-11-01,2017-11-30,
1132805,11328,"DJO","Daloa Airport","","","Daloa, Cote d'Ivoire",6,6.79277778,6,-6.47333333,2017-12-01,,
1132901,11329,"DK1","Kolding Vamdrup Airport","","","Kolding Vamdrup, Denmark",55,55.43638889,9,9.33083333,2003-09-01,,
1133001,11330,"DKI","Kyboola","","","Dunk Island, Australia",17,-17.94166667,146,146.13666667,1950-01-01,,
1133101,11331,"DKK","Chautauqua County/Dunkirk","New York","NY","Dunkirk, NY",42,42.49333333,79,-79.27194444,2002-03-01,2014-03-31,
1133102,11331,"DKK","Chautauqua County/Dunkirk","New York","NY","Dunkirk, NY",42,42.49388889,79,-79.27111111,2014-04-01,2017-10-31,
1133103,11331,"DKK","Chautauqua County/Dunkirk","New York","NY","Dunkirk, NY",42,42.49333333,79,-79.27194444,2017-11-01,2017-11-30,
1133104,11331,"DKK","Chautauqua County/Dunkirk","New York","NY","Dunkirk, NY",42,42.49388889,79,-79.27111111,2017-12-01,,
1133201,11332,"DKR","Dakar/Yoff","","","Dakar, Senegal",14,14.74027778,17,-17.49027778,1960-04-01,1996-09-30,
1133202,11332,"DKR","Leopold Sedar Senghor International","","","Dakar, Senegal",14,14.74027778,17,-17.49027778,1996-10-01,2014-01-31,
1133203,11332,"DKR","Leopold Sedar Senghor International","","","Dakar, Senegal",14,14.74000000,17,-17.49055556,2014-02-01,2017-10-31,
1133204,11332,"DKR","Leopold Sedar Senghor International","","","Dakar, Senegal",14,14.74027778,17,-17.49027778,2017-11-01,2017-11-30,
1133205,11332,"DKR","Leopold Sedar Senghor International","","","Dakar, Senegal",14,14.74000000,17,-17.49055556,2017-12-01,,
1133301,11333,"DLA","Douala Airport","","","Douala, Cameroon",4,4.01333333,9,9.70916667,1960-01-01,2011-06-30,
1133302,11333,"DLA","Douala Airport","","","Douala, Cameroon",4,4.00611111,9,9.71944444,2011-07-01,,
1133401,11334,"DLC","Dalian Airport","","","Dalian, China",38,38.91666667,121,121.65000000,1980-12-01,2011-06-30,
1133402,11334,"DLC","Zhoushuizi","","","Dalian, China",38,38.94888889,121,121.53861111,2011-07-01,2011-09-30,
1133403,11334,"DLC","Zhoushuizi","","","Dalian, China",38,38.96555556,121,121.53861111,2011-10-01,2017-10-31,
1133404,11334,"DLC","Zhoushuizi","","","Dalian, China",38,38.94888889,121,121.53861111,2017-11-01,2017-11-30,
1133405,11334,"DLC","Zhoushuizi","","","Dalian, China",38,38.96555556,121,121.53861111,2017-12-01,,
1133501,11335,"DLF","Laughlin AFB","Texas","TX","Del Rio, TX",29,29.35972222,100,-100.77722222,1982-09-01,2011-06-30,
1133502,11335,"DLF","Laughlin AFB","Texas","TX","Del Rio, TX",29,29.35944444,100,-100.77805556,2011-07-01,,
1133601,11336,"DLG","Dillingham Airport","Alaska","AK","Dillingham, AK",59,59.04166667,158,-158.50666667,1950-01-01,2011-06-30,
1133602,11336,"DLG","Dillingham Airport","Alaska","AK","Dillingham, AK",59,59.04472222,158,-158.50555556,2011-07-01,,
1133701,11337,"DLH","Duluth International","Minnesota","MN","Duluth, MN",46,46.84250000,92,-92.19027778,1950-01-01,1995-11-30,
1133702,11337,"DLH","Duluth International","Minnesota","MN","Duluth, MN",46,46.84194444,92,-92.19388889,1995-12-01,2011-06-30,
1133703,11337,"DLH","Duluth International","Minnesota","MN","Duluth, MN",46,46.84194444,92,-92.19361111,2011-07-01,2019-06-30,
1133704,11337,"DLH","Duluth International","Minnesota","MN","Duluth, MN",46,46.84222222,92,-92.19361111,2019-07-01,2019-08-31,
1133705,11337,"DLH","Duluth International","Minnesota","MN","Duluth, MN",46,46.84194444,92,-92.19333333,2019-09-01,,
1133801,11338,"DLI","Dalat/Lien Khuong","","","Dalat, Vietnam",11,11.74972222,108,108.37777778,1950-01-01,1976-06-30,
1133802,11338,"DLI","Lienkhang","","","Dalat, Vietnam",11,11.74972222,108,108.37777778,1976-07-01,,
1133901,11339,"DLL","Dillon County","South Carolina","SC","Dillon, SC",34,34.44916667,79,-79.36861111,1996-03-01,,
1134001,11340,"DLM","Dalaman Airport","","","Dalaman, Turkey",36,36.71250000,28,28.79222222,1983-12-01,2011-06-30,
1134002,11340,"DLM","Dalaman Airport","","","Dalaman, Turkey",36,36.71333333,28,28.79138889,2011-07-01,,
1134101,11341,"DLO","Dolomi Airport","Alaska","AK","Dolomi, AK",55,55.12222222,132,-132.05000000,1987-12-01,,
1134201,11342,"DLS","The Dalles Municipal","Oregon","OR","The Dalles, OR",45,45.61944444,121,-121.16472222,1950-01-01,2011-06-30,
1134202,11342,"DLS","Columbia Gorge Regional/The Dalles Municipal","Oregon","OR","The Dalles, OR",45,45.61861111,121,-121.16722222,2011-07-01,2013-01-31,
1134203,11342,"DLS","Columbia Gorge Regional/The Dalles Municipal","Oregon","OR","The Dalles, OR",45,45.61944444,121,-121.16833333,2013-02-01,2017-10-31,
1134204,11342,"DLS","Columbia Gorge Regional/The Dalles Municipal","Oregon","OR","The Dalles, OR",45,45.61861111,121,-121.16722222,2017-11-01,2017-11-30,
1134205,11342,"DLS","Columbia Gorge Regional/The Dalles Municipal","Oregon","OR","The Dalles, OR",45,45.61944444,121,-121.16833333,2017-12-01,,
1134301,11343,"DLU","Dali City Airport","","","Dali City, China",25,25.66666667,100,100.31666667,2004-10-01,2011-06-30,
